record_date,transportation,electricity,food,total_emission,day_of_week,month,day_of_month,is_weekend,emission_lag_1,emission_lag_7,emission_lag_14,emission_rolling_7,emission_rolling_30,time_idx,dataset
2022-07-26,2976.05,3791.68,5073.65,11841.38,1,7,26,0,11911.15,11948.39,11906.98,11927.41,11930.141666666666,541,TRAIN
2022-07-27,2988.32,3806.25,5189.59,11984.16,2,7,27,0,11841.38,11898.91,11905.74,11912.12285714286,11928.070666666667,542,TRAIN
2022-07-28,2978.28,3796.84,5147.89,11923.01,3,7,28,0,11984.16,11949.11,11899.88,11924.301428571429,11929.235333333334,543,TRAIN
2022-07-29,2992.05,3773.84,5168.21,11934.1,4,7,29,0,11923.01,11902.7,11943.46,11920.572857142859,11926.932,544,TRAIN
2022-07-30,2959.86,3761.11,5139.0,11859.97,5,7,30,1,11934.1,11928.91,11944.44,11925.05857142857,11929.077,545,TRAIN
2022-07-31,2963.83,3782.06,5117.15,11863.04,6,7,31,1,11859.97,11952.7,11987.36,11915.210000000001,11927.300333333334,546,TRAIN
2022-08-01,2994.35,3781.34,5176.08,11951.77,0,8,1,0,11863.04,11911.15,11964.47,11902.401428571427,11924.663333333332,547,TRAIN
2022-08-02,2978.87,3785.83,5161.67,11926.37,1,8,2,0,11951.77,11841.38,11948.39,11908.204285714284,11923.071,548,TRAIN
2022-08-03,2993.54,3818.47,5155.14,11967.15,2,8,3,0,11926.37,11984.16,11898.91,11920.345714285713,11922.462333333333,549,TRAIN
2022-08-04,2947.31,3804.97,5196.74,11949.02,3,8,4,0,11967.15,11923.01,11949.11,11917.915714285715,11924.462666666666,550,TRAIN
2022-08-05,2981.6,3778.13,5193.31,11953.04,4,8,5,0,11949.02,11934.1,11902.7,11921.631428571429,11926.844666666666,551,TRAIN
2022-08-06,3011.58,3786.54,5097.48,11895.6,5,8,6,1,11953.04,11859.97,11928.91,11924.337142857143,11927.034000000001,552,TRAIN
2022-08-07,2991.79,3813.6,5149.06,11954.45,6,8,7,1,11895.6,11863.04,11952.7,11929.427142857143,11925.027333333333,553,TRAIN
2022-08-08,2960.9,3788.9,5162.0,11911.8,0,8,8,0,11954.45,11951.77,11911.15,11942.485714285713,11924.839000000002,554,TRAIN
2022-08-09,2981.18,3748.5,5162.82,11892.5,1,8,9,0,11911.8,11926.37,11841.38,11936.775714285715,11926.517333333333,555,TRAIN
2022-08-10,2973.22,3809.28,5148.16,11930.66,2,8,10,0,11892.5,11967.15,11984.16,11931.937142857143,11924.608666666667,556,TRAIN
2022-08-11,2951.46,3810.37,5179.26,11941.09,3,8,11,0,11930.66,11949.02,11923.01,11926.724285714286,11926.073999999999,557,TRAIN
2022-08-12,2987.8,3767.4,5144.14,11899.34,4,8,12,0,11941.09,11953.04,11934.1,11925.591428571428,11927.211000000001,558,TRAIN
2022-08-13,2959.45,3772.22,5155.23,11886.9,5,8,13,1,11899.34,11895.6,11859.97,11917.92,11926.997666666668,559,TRAIN
2022-08-14,2972.77,3774.69,5119.75,11867.21,6,8,14,1,11886.9,11954.45,11863.04,11916.677142857143,11926.565,560,TRAIN
2022-08-15,2967.6,3813.52,5156.47,11937.59,0,8,15,0,11867.21,11911.8,11951.77,11904.214285714286,11924.023333333334,561,TRAIN
2022-08-16,2987.69,3811.63,5152.32,11951.64,1,8,16,0,11937.59,11892.5,11926.37,11907.89857142857,11923.795,562,TRAIN
2022-08-17,2988.43,3769.2,5150.07,11907.7,2,8,17,0,11951.64,11930.66,11967.15,11916.347142857141,11922.604333333333,563,TRAIN
2022-08-18,2971.76,3794.54,5140.47,11906.77,3,8,18,0,11907.7,11941.09,11949.02,11913.067142857142,11920.712,564,TRAIN
2022-08-19,2968.05,3819.01,5133.45,11920.51,4,8,19,0,11906.77,11899.34,11953.04,11908.164285714285,11919.32466666667,565,TRAIN
2022-08-20,2952.08,3823.38,5118.92,11894.38,5,8,20,1,11920.51,11886.9,11895.6,11911.188571428573,11920.044666666665,566,TRAIN
2022-08-21,2967.06,3792.45,5114.94,11874.45,6,8,21,1,11894.38,11867.21,11954.45,11912.257142857141,11918.220333333333,567,TRAIN
2022-08-22,2950.2,3780.65,5104.5,11835.35,0,8,22,0,11874.45,11937.59,11911.8,11913.29142857143,11917.278666666667,568,TRAIN
2022-08-23,2998.58,3795.79,5134.25,11928.62,1,8,23,0,11835.35,11951.64,11892.5,11898.685714285715,11914.160000000002,569,TRAIN
2022-08-24,2982.82,3795.15,5158.73,11936.7,2,8,24,0,11928.62,11907.7,11930.66,11895.397142857144,11913.357333333335,570,TRAIN
2022-08-25,2991.89,3805.11,5133.72,11930.72,3,8,25,0,11936.7,11906.77,11941.09,11899.539999999999,11914.208999999999,571,TRAIN
2022-08-26,2972.52,3834.64,5173.32,11980.48,4,8,26,0,11930.72,11920.51,11899.34,11902.96142857143,11917.187,572,TRAIN
2022-08-27,2990.62,3811.59,5144.77,11946.98,5,8,27,1,11980.48,11894.38,11886.9,11911.528571428571,11917.064333333334,573,TRAIN
2022-08-28,2966.59,3779.76,5152.95,11899.3,6,8,28,1,11946.98,11874.45,11867.21,11919.042857142858,11917.863333333335,574,TRAIN
2022-08-29,2980.92,3807.3,5173.58,11961.8,0,8,29,0,11899.3,11835.35,11937.59,11922.592857142856,11916.703333333335,575,TRAIN
2022-08-30,2972.42,3800.43,5149.55,11922.4,1,8,30,0,11961.8,11928.62,11951.64,11940.657142857144,11920.097666666667,576,TRAIN
2022-08-31,3014.51,3747.82,5159.94,11922.27,2,8,31,0,11922.4,11936.7,11907.7,11939.76857142857,11922.076333333334,577,TRAIN
2022-09-01,2985.64,3761.3,5197.19,11944.13,3,9,1,0,11922.27,11930.72,11906.77,11937.707142857142,11921.092999999999,578,TRAIN
2022-09-02,3001.89,3784.51,5100.92,11887.32,4,9,2,0,11944.13,11980.48,11920.51,11939.622857142855,11921.685,579,TRAIN
2022-09-03,2964.96,3815.68,5158.14,11938.78,5,9,3,1,11887.32,11946.98,11894.38,11926.314285714285,11919.024,580,TRAIN
2022-09-04,2995.18,3771.66,5116.11,11882.95,6,9,4,1,11938.78,11899.3,11874.45,11925.142857142857,11918.682666666668,581,TRAIN
2022-09-05,2981.34,3805.82,5154.03,11941.19,0,9,5,0,11882.95,11961.8,11835.35,11922.807142857142,11916.346333333331,582,TRAIN
2022-09-06,2959.82,3830.41,5129.44,11919.67,1,9,6,0,11941.19,11922.4,11928.62,11919.862857142856,11917.866,583,TRAIN
2022-09-07,2977.66,3791.46,5120.92,11890.04,2,9,7,0,11919.67,11922.27,11936.7,11919.472857142857,11916.706666666667,584,TRAIN
2022-09-08,2973.86,3782.79,5139.76,11896.41,3,9,8,0,11890.04,11944.13,11930.72,11914.868571428571,11915.981333333333,585,TRAIN
2022-09-09,2996.23,3765.03,5206.72,11967.98,4,9,9,0,11896.41,11887.32,11980.48,11908.05142857143,11916.111666666666,586,TRAIN
2022-09-10,3024.23,3802.53,5124.12,11950.88,5,9,10,1,11967.98,11938.78,11946.98,11919.574285714287,11917.355666666668,587,TRAIN
2022-09-11,2998.18,3773.19,5162.62,11933.99,6,9,11,1,11950.88,11882.95,11899.3,11921.302857142857,11917.682,588,TRAIN
2022-09-12,2953.2,3811.03,5158.76,11922.99,0,9,12,0,11933.99,11941.19,11961.8,11928.594285714285,11918.837,589,TRAIN
2022-09-13,3001.46,3758.13,5134.07,11893.66,1,9,13,0,11922.99,11919.67,11922.4,11925.994285714287,11920.04,590,TRAIN
2022-09-14,2940.78,3744.62,5137.98,11823.38,2,9,14,0,11893.66,11890.04,11922.27,11922.278571428573,11920.921666666665,591,TRAIN
2022-09-15,2963.62,3825.38,5182.36,11971.36,3,9,15,0,11823.38,11896.41,11944.13,11912.755714285713,11917.114666666666,592,TRAIN
2022-09-16,2975.22,3786.88,5109.99,11872.09,4,9,16,0,11971.36,11967.98,11887.32,11923.462857142857,11917.772,593,TRAIN
2022-09-17,2987.67,3783.07,5125.99,11896.73,5,9,17,1,11872.09,11950.88,11938.78,11909.764285714284,11916.585,594,TRAIN
2022-09-18,2965.68,3757.42,5144.11,11867.21,6,9,18,1,11896.73,11933.99,11882.95,11902.028571428573,11916.250333333332,595,TRAIN
2022-09-19,2973.62,3784.41,5169.34,11927.37,0,9,19,0,11867.21,11922.99,11941.19,11892.488571428572,11914.473666666667,596,TRAIN
2022-09-20,2996.8,3789.81,5124.91,11911.52,1,9,20,0,11927.37,11893.66,11919.67,11893.114285714284,11915.573333333334,597,TRAIN
2022-09-21,2924.02,3785.21,5096.37,11805.6,2,9,21,0,11911.52,11823.38,11890.04,11895.665714285713,11916.809000000001,598,TRAIN
2022-09-22,2970.23,3797.34,5230.03,11997.6,3,9,22,0,11805.6,11971.36,11896.41,11893.125714285716,11915.817333333332,599,TRAIN
2022-09-23,2976.1,3785.06,5148.74,11909.9,4,9,23,0,11997.6,11872.09,11967.98,11896.874285714284,11918.116666666667,600,TRAIN
2022-09-24,2990.82,3814.22,5161.7,11966.74,5,9,24,1,11909.9,11896.73,11950.88,11902.275714285715,11917.223333333333,601,TRAIN
2022-09-25,2974.49,3779.91,5160.01,11914.41,6,9,25,1,11966.74,11867.21,11933.99,11912.277142857143,11918.423999999999,602,TRAIN
2022-09-26,2984.53,3797.62,5148.36,11930.51,0,9,26,0,11914.41,11927.37,11922.99,11919.02,11916.221666666668,603,TRAIN
2022-09-27,2992.29,3775.92,5126.81,11895.02,1,9,27,0,11930.51,11911.52,11893.66,11919.468571428572,11915.672666666667,604,TRAIN
2022-09-28,2969.99,3761.62,5149.98,11881.59,2,9,28,0,11895.02,11805.6,11823.38,11917.111428571428,11915.529999999999,605,TRAIN
2022-09-29,2983.98,3807.51,5156.91,11948.4,3,9,29,0,11881.59,11997.6,11971.36,11927.967142857144,11912.856333333333,606,TRAIN
2022-09-30,2987.21,3800.14,5153.99,11941.34,4,9,30,0,11948.4,11909.9,11872.09,11920.938571428573,11913.722999999998,607,TRAIN
2022-10-01,2985.39,3775.88,5168.37,11929.64,5,10,1,1,11941.34,11966.74,11896.73,11925.429999999998,11914.358666666667,608,TRAIN
2022-10-02,2974.11,3780.38,5160.01,11914.5,6,10,2,1,11929.64,11914.41,11867.21,11920.13,11913.875666666667,609,TRAIN
2022-10-03,2973.99,3806.07,5127.25,11907.31,0,10,3,0,11914.5,11930.51,11927.37,11920.142857142857,11914.781666666668,610,TRAIN
2022-10-04,3001.86,3799.1,5223.72,12024.68,1,10,4,0,11907.31,11895.02,11911.52,11916.82857142857,11913.732666666667,611,TRAIN
2022-10-05,2975.32,3772.87,5162.11,11910.3,2,10,5,0,12024.68,11881.59,11805.6,11935.35142857143,11918.457,612,TRAIN
2022-10-06,2964.82,3787.39,5141.47,11893.68,3,10,6,0,11910.3,11948.4,11997.6,11939.452857142856,11917.427333333333,613,TRAIN
2022-10-07,2986.63,3824.75,5134.27,11945.65,4,10,7,0,11893.68,11941.34,11909.9,11931.635714285714,11916.560999999998,614,TRAIN
2022-10-08,2985.24,3764.2,5146.38,11895.82,5,10,8,1,11945.65,11929.64,11966.74,11932.25142857143,11918.414666666667,615,TRAIN
2022-10-09,2954.46,3770.32,5193.79,11918.57,6,10,9,1,11895.82,11914.5,11914.41,11927.42,11918.395,616,TRAIN
2022-10-10,2977.65,3803.11,5231.85,12012.61,0,10,10,0,11918.57,11907.31,11930.51,11928.00142857143,11916.748,617,TRAIN
2022-10-11,2952.32,3779.72,5210.54,11942.58,1,10,11,0,12012.61,12024.68,11895.02,11943.044285714286,11918.805666666665,618,TRAIN
2022-10-12,2957.89,3752.38,5151.45,11861.72,2,10,12,0,11942.58,11910.3,11881.59,11931.315714285713,11919.092,619,TRAIN
2022-10-13,2978.79,3782.81,5135.65,11897.25,3,10,13,0,11861.72,11893.68,11948.4,11924.375714285712,11917.049666666666,620,TRAIN
2022-10-14,2981.91,3791.26,5154.07,11927.24,4,10,14,0,11897.25,11945.65,11941.34,11924.885714285714,11917.169333333333,621,TRAIN
2022-10-15,3007.79,3811.78,5218.32,12037.89,5,10,15,1,11927.24,11895.82,11929.64,11922.255714285713,11920.631333333333,622,TRAIN
2022-10-16,2976.37,3798.39,5126.94,11901.7,6,10,16,1,12037.89,11918.57,11914.5,11942.551428571429,11922.848999999998,623,TRAIN
2022-10-17,2963.49,3783.37,5165.15,11912.01,0,10,17,0,11901.7,12012.61,11907.31,11940.141428571429,11923.836000000001,624,TRAIN
2022-10-18,3002.86,3794.84,5164.59,11962.29,1,10,18,0,11912.01,11942.58,12024.68,11925.770000000002,11924.345333333335,625,TRAIN
2022-10-19,2955.45,3787.35,5178.7,11921.5,2,10,19,0,11962.29,11861.72,11910.3,11928.585714285715,11927.514666666666,626,TRAIN
2022-10-20,2975.05,3763.93,5154.96,11893.94,3,10,20,0,11921.5,11897.25,11893.68,11937.125714285716,11927.319,627,TRAIN
2022-10-21,2957.06,3816.58,5110.49,11884.13,4,10,21,0,11893.94,11927.24,11945.65,11936.652857142859,11926.733,628,TRAIN
2022-10-22,2946.51,3818.0,5108.34,11872.85,5,10,22,1,11884.13,12037.89,11895.82,11930.494285714285,11929.350666666667,629,TRAIN
2022-10-23,2999.85,3786.82,5180.27,11966.94,6,10,23,1,11872.85,11901.7,11918.57,11906.917142857143,11925.192333333332,630,TRAIN
2022-10-24,2954.33,3819.08,5186.7,11960.11,0,10,24,0,11966.94,11912.01,12012.61,11916.237142857144,11927.093666666666,631,TRAIN
2022-10-25,3023.18,3793.77,5169.94,11986.89,1,10,25,0,11960.11,11962.29,11942.58,11923.108571428571,11926.872666666668,632,TRAIN
2022-10-26,2977.77,3818.05,5160.48,11956.3,2,10,26,0,11986.89,11921.5,11861.72,11926.622857142856,11929.288666666665,633,TRAIN
2022-10-27,2991.22,3795.43,5195.76,11982.41,3,10,27,0,11956.3,11893.94,11897.25,11931.594285714285,11930.148333333333,634,TRAIN
2022-10-28,2981.89,3804.45,5095.53,11881.87,4,10,28,0,11982.41,11884.13,11927.24,11944.232857142857,11933.061333333335,635,TRAIN
2022-10-29,2982.71,3778.61,5158.93,11920.25,5,10,29,1,11881.87,11872.85,12037.89,11943.91,11933.070666666667,636,TRAIN
2022-10-30,2959.81,3807.66,5138.19,11905.66,6,10,30,1,11920.25,11966.94,11901.7,11950.68142857143,11932.132333333333,637,TRAIN
2022-10-31,2979.79,3748.75,5200.59,11929.13,0,10,31,0,11905.66,11960.11,11912.01,11941.927142857143,11930.943,638,TRAIN
2022-11-01,2982.43,3777.78,5151.02,11911.23,1,11,1,0,11929.13,11986.89,11962.29,11937.501428571428,11930.926,639,TRAIN
2022-11-02,2977.86,3804.58,5131.43,11913.87,2,11,2,0,11911.23,11956.3,11921.5,11926.692857142858,11930.817000000001,640,TRAIN
2022-11-03,2995.32,3805.14,5094.86,11895.32,3,11,3,0,11913.87,11982.41,11893.94,11920.631428571429,11931.035666666667,641,TRAIN
2022-11-04,2959.09,3831.95,5150.66,11941.7,4,11,4,0,11895.32,11881.87,11884.13,11908.19,11926.723666666667,642,TRAIN
2022-11-05,2950.93,3787.13,5150.55,11888.61,5,11,5,1,11941.7,11920.25,11872.85,11916.737142857144,11927.770333333332,643,TRAIN
2022-11-06,2972.73,3785.05,5162.16,11919.94,6,11,6,1,11888.61,11905.66,11966.94,11912.217142857144,11927.601333333334,644,TRAIN
2022-11-07,2961.22,3755.31,5197.03,11913.56,0,11,7,0,11919.94,11929.13,11960.11,11914.257142857141,11926.744333333334,645,TRAIN
2022-11-08,2993.27,3759.7,5132.88,11885.85,1,11,8,0,11913.56,11911.23,11986.89,11912.032857142858,11927.335666666668,646,TRAIN
2022-11-09,2971.29,3839.92,5128.3,11939.51,2,11,9,0,11885.85,11913.87,11956.3,11908.407142857142,11926.244999999999,647,TRAIN
2022-11-10,2977.92,3804.04,5152.93,11934.89,3,11,10,0,11939.51,11895.32,11982.41,11912.070000000002,11923.808333333332,648,TRAIN
2022-11-11,2991.95,3784.29,5079.66,11855.9,4,11,11,0,11934.89,11941.7,11881.87,11917.722857142859,11923.552,649,TRAIN
2022-11-12,2981.85,3803.12,5154.79,11939.76,5,11,12,1,11855.9,11888.61,11920.25,11905.465714285714,11923.358,650,TRAIN
2022-11-13,3007.93,3806.54,5143.81,11958.28,6,11,13,1,11939.76,11919.94,11905.66,11912.772857142856,11924.775,651,TRAIN
2022-11-14,2981.2,3776.93,5184.83,11942.96,0,11,14,0,11958.28,11913.56,11929.13,11918.25,11925.809666666668,652,TRAIN
2022-11-15,2983.03,3780.11,5139.65,11902.79,1,11,15,0,11942.96,11885.85,11911.23,11922.449999999999,11922.645333333332,653,TRAIN
2022-11-16,2966.24,3779.23,5191.38,11936.85,2,11,16,0,11902.79,11939.51,11913.87,11924.869999999999,11922.681666666667,654,TRAIN
2022-11-17,2974.95,3832.0,5180.71,11987.66,3,11,17,0,11936.85,11934.89,11895.32,11924.49,11923.509666666667,655,TRAIN
2022-11-18,2974.57,3738.36,5116.17,11829.1,4,11,18,0,11987.66,11855.9,11941.7,11932.028571428571,11924.355333333333,656,TRAIN
2022-11-19,2962.99,3781.1,5161.47,11905.56,5,11,19,1,11829.1,11939.76,11888.61,11928.199999999999,11921.275333333333,657,TRAIN
2022-11-20,2981.53,3799.54,5165.69,11946.76,6,11,20,1,11905.56,11958.28,11919.94,11923.314285714287,11921.662666666667,658,TRAIN
2022-11-21,3013.83,3786.6,5218.9,12019.33,0,11,21,0,11946.76,11942.96,11913.56,11921.668571428572,11923.750333333333,659,TRAIN
2022-11-22,2962.18,3775.8,5159.43,11897.41,1,11,22,0,12019.33,11902.79,11885.85,11932.578571428572,11928.633,660,TRAIN
2022-11-23,2973.98,3760.51,5175.88,11910.37,2,11,23,0,11897.41,11936.85,11939.51,11931.810000000001,11926.315333333334,661,TRAIN
2022-11-24,2982.84,3784.59,5123.7,11891.13,3,11,24,0,11910.37,11987.66,11934.89,11928.027142857143,11924.657333333333,662,TRAIN
2022-11-25,2982.78,3803.98,5120.57,11907.33,4,11,25,0,11891.13,11829.1,11855.9,11914.237142857144,11921.465333333334,663,TRAIN
2022-11-26,2978.24,3768.08,5147.17,11893.49,5,11,26,1,11907.33,11905.56,11939.76,11925.412857142856,11919.833000000002,664,TRAIN
2022-11-27,2984.35,3807.73,5137.42,11929.5,6,11,27,1,11893.49,11946.76,11958.28,11923.68857142857,11916.869,665,TRAIN
2022-11-28,3000.27,3827.3,5128.0,11955.57,0,11,28,0,11929.5,12019.33,11942.96,11921.222857142857,11918.456666666667,666,TRAIN
2022-11-29,2982.4,3793.19,5150.18,11925.77,1,11,29,0,11955.57,11897.41,11902.79,11912.114285714286,11919.634,667,TRAIN
2022-11-30,2982.63,3786.16,5091.04,11859.83,2,11,30,0,11925.77,11910.37,11936.85,11916.165714285713,11920.304333333333,668,TRAIN
2022-12-01,2961.87,3802.12,5159.21,11923.2,3,12,1,0,11859.83,11891.13,11987.66,11908.945714285714,11917.994333333334,669,TRAIN
2022-12-02,2976.2,3791.5,5174.98,11942.68,4,12,2,0,11923.2,11907.33,11829.1,11913.527142857143,11918.393333333333,670,TRAIN
2022-12-03,2990.69,3795.42,5174.7,11960.81,5,12,3,1,11942.68,11893.49,11905.56,11918.577142857144,11919.353666666666,671,TRAIN
2022-12-04,2968.85,3809.42,5191.06,11969.33,6,12,4,1,11960.81,11929.5,11946.76,11928.194285714286,11921.536666666665,672,TRAIN
2022-12-05,3005.17,3772.98,5115.04,11893.19,0,12,5,0,11969.33,11955.57,12019.33,11933.884285714286,11922.457666666667,673,TRAIN
2022-12-06,2989.33,3791.21,5195.47,11976.01,1,12,6,0,11893.19,11925.77,11897.41,11924.972857142857,11922.610333333334,674,TRAIN
2022-12-07,2964.74,3797.94,5200.39,11963.07,2,12,7,0,11976.01,11859.83,11910.37,11932.15,11924.479333333333,675,TRAIN
2022-12-08,2989.22,3803.57,5114.94,11907.73,3,12,8,0,11963.07,11923.2,11891.13,11946.898571428572,11926.129666666666,676,TRAIN
2022-12-09,2952.58,3816.4,5169.89,11938.87,4,12,9,0,11907.73,11942.68,11907.33,11944.68857142857,11926.859,677,TRAIN
2022-12-10,2992.34,3796.56,5168.79,11957.69,5,12,10,1,11938.87,11960.81,11893.49,11944.144285714285,11926.837666666666,678,TRAIN
2022-12-11,2989.19,3795.01,5161.07,11945.27,6,12,11,1,11957.69,11969.33,11929.5,11943.698571428571,11927.597666666667,679,TRAIN
2022-12-12,2984.36,3790.74,5157.2,11932.3,0,12,12,0,11945.27,11893.19,11955.57,11940.261428571428,11930.576666666668,680,TRAIN
2022-12-13,2991.95,3758.86,5176.86,11927.67,1,12,13,0,11932.3,11976.01,11925.77,11945.848571428573,11930.328000000001,681,TRAIN
2022-12-14,2972.8,3842.44,5242.27,12057.51,2,12,14,0,11927.67,11963.07,11859.83,11938.942857142858,11929.307666666666,682,TRAIN
2022-12-15,2974.94,3831.95,5186.03,11992.92,3,12,15,0,12057.51,11907.73,11923.2,11952.434285714286,11933.126,683,TRAIN
2022-12-16,2999.89,3775.28,5178.98,11954.15,4,12,16,0,11992.92,11938.87,11942.68,11964.604285714286,11936.130333333333,684,TRAIN
2022-12-17,2982.83,3780.29,5134.07,11897.19,5,12,17,1,11954.15,11957.69,11960.81,11966.787142857143,11936.707,685,TRAIN
2022-12-18,2970.1,3780.71,5164.67,11915.48,6,12,18,1,11897.19,11945.27,11969.33,11958.144285714287,11933.691333333334,686,TRAIN
2022-12-19,2966.44,3792.9,5120.32,11879.66,0,12,19,0,11915.48,11932.3,11893.19,11953.888571428572,11936.570666666667,687,TRAIN
2022-12-20,2954.7,3771.98,5141.1,11867.78,1,12,20,0,11879.66,11927.67,11976.01,11946.368571428571,11935.707333333332,688,TRAIN
2022-12-21,2967.98,3790.11,5168.98,11927.07,2,12,21,0,11867.78,12057.51,11963.07,11937.812857142857,11933.074666666666,689,TRAIN
2022-12-22,2969.73,3776.7,5148.42,11894.85,3,12,22,0,11927.07,11992.92,11907.73,11919.17857142857,11929.999333333335,690,TRAIN
2022-12-23,2996.69,3788.06,5154.71,11939.46,4,12,23,0,11894.85,11954.15,11938.87,11905.168571428572,11929.913999999999,691,TRAIN
2022-12-24,2994.14,3780.6,5173.38,11948.12,5,12,24,1,11939.46,11897.19,11957.69,11903.069999999998,11930.883666666667,692,TRAIN
2022-12-25,2970.34,3807.16,5182.8,11960.3,6,12,25,1,11948.12,11915.48,11945.27,11910.345714285713,11932.783333333333,693,TRAIN
2022-12-26,3000.33,3821.79,5065.67,11887.79,0,12,26,0,11960.3,11879.66,11932.3,11916.74857142857,11934.548999999999,694,TRAIN
2022-12-27,2954.96,3803.22,5180.7,11938.88,1,12,27,0,11887.79,11867.78,11927.67,11917.91,11934.359,695,TRAIN
2022-12-28,2985.94,3734.85,5173.91,11894.7,2,12,28,0,11938.88,11927.07,12057.51,11928.067142857142,11934.671666666665,696,TRAIN
2022-12-29,2949.13,3786.52,5181.29,11916.94,3,12,29,0,11894.7,11894.85,11992.92,11923.442857142858,11932.642666666665,697,TRAIN
2022-12-30,2993.86,3824.96,5186.02,12004.84,4,12,30,0,11916.94,11939.46,11954.15,11926.598571428573,11932.348333333333,698,TRAIN
2022-12-31,2973.68,3799.63,5187.16,11960.47,5,12,31,1,12004.84,11948.12,11897.19,11935.938571428573,11937.182,699,TRAIN
2023-01-01,3161.36,3996.47,5435.62,12593.45,6,1,1,1,11960.47,11960.3,11915.48,11937.702857142856,11938.424333333332,700,TRAIN
2023-01-02,3140.37,3995.41,5481.62,12617.4,0,1,2,0,12593.45,11887.79,11879.66,12028.152857142855,11960.116666666667,701,TRAIN
2023-01-03,3161.45,4034.31,5422.36,12618.12,1,1,3,0,12617.4,11938.88,11867.78,12132.382857142857,11982.003,702,TRAIN
2023-01-04,3146.51,4034.65,5484.82,12665.98,2,1,4,0,12618.12,11894.7,11927.07,12229.417142857143,12003.629333333334,703,TRAIN
2023-01-05,3127.5,4021.18,5498.94,12647.62,3,1,5,0,12665.98,11916.94,11894.85,12339.6,12029.389,704,TRAIN
2023-01-06,3155.28,4015.97,5449.14,12620.39,4,1,6,0,12647.62,12004.84,11939.46,12443.982857142857,12051.776,705,TRAIN
2023-01-07,3150.5,4008.96,5406.5,12565.96,5,1,7,1,12620.39,11960.47,11948.12,12531.91857142857,12073.686666666668,706,TRAIN
2023-01-08,3171.73,4017.7,5486.76,12676.19,6,1,8,1,12565.96,12593.45,11960.3,12618.417142857143,12095.627666666665,707,TRAIN
2023-01-09,3096.63,4030.9,5492.57,12620.1,0,1,9,0,12676.19,12617.4,11887.79,12630.237142857144,12120.204999999998,708,TRAIN
2023-01-10,3150.2,4019.25,5427.57,12597.02,1,1,10,0,12620.1,12618.12,11938.88,12630.62285714286,12142.285333333333,709,TRAIN
2023-01-11,3129.46,4007.15,5480.03,12616.64,2,1,11,0,12597.02,12665.98,11894.7,12627.608571428571,12164.010333333335,710,TRAIN
2023-01-12,3165.12,4015.93,5500.61,12681.66,3,1,12,0,12616.64,12647.62,11916.94,12620.56,12186.821666666665,711,TRAIN
2023-01-13,3139.72,4016.13,5415.02,12570.87,4,1,13,0,12681.66,12620.39,12004.84,12625.422857142856,12211.954666666667,712,TRAIN
2023-01-14,3157.24,3989.7,5394.01,12540.95,5,1,14,1,12570.87,12565.96,11960.47,12618.348571428573,12229.066666666668,713,TRAIN
2023-01-15,3172.99,4023.97,5407.95,12604.91,6,1,15,1,12540.95,12676.19,12593.45,12614.775714285715,12247.334333333334,714,TRAIN
2023-01-16,3160.87,4029.38,5397.65,12587.9,0,1,16,0,12604.91,12620.1,12617.4,12604.592857142856,12269.026333333333,715,TRAIN
2023-01-17,3129.16,3995.82,5394.24,12519.22,1,1,17,0,12587.9,12597.02,12618.12,12599.992857142857,12292.05,716,TRAIN
2023-01-18,3128.73,3987.81,5390.28,12506.82,2,1,18,0,12519.22,12616.64,12665.98,12588.878571428573,12312.174666666666,717,TRAIN
2023-01-19,3120.32,4018.79,5452.44,12591.55,3,1,19,0,12506.82,12681.66,12647.62,12573.19,12333.08,718,TRAIN
2023-01-20,3126.06,3988.29,5420.7,12535.05,4,1,20,0,12591.55,12570.87,12620.39,12560.317142857142,12357.205666666667,719,TRAIN
2023-01-21,3149.91,4014.16,5414.25,12578.32,5,1,21,1,12535.05,12540.95,12565.96,12555.2,12377.471666666666,720,TRAIN
2023-01-22,3160.06,3993.89,5465.85,12619.8,6,1,22,1,12578.32,12604.91,12676.19,12560.53857142857,12400.253999999999,721,TRAIN
2023-01-23,3176.37,4004.77,5446.21,12627.35,0,1,23,0,12619.8,12587.9,12620.1,12562.665714285715,12422.931999999999,722,TRAIN
2023-01-24,3121.73,3997.24,5442.94,12561.91,1,1,24,0,12627.35,12519.22,12597.02,12568.301428571427,12445.573,723,TRAIN
2023-01-25,3124.08,4027.43,5454.09,12605.6,2,1,25,0,12561.91,12506.82,12616.64,12574.399999999998,12465.626666666667,724,TRAIN
2023-01-26,3145.65,4006.58,5401.58,12553.81,3,1,26,0,12605.6,12591.55,12681.66,12588.511428571428,12489.553666666669,725,TRAIN
2023-01-27,3130.24,3982.27,5454.53,12567.04,4,1,27,0,12553.81,12535.05,12570.87,12583.119999999999,12510.051333333335,726,TRAIN
2023-01-28,3138.91,4008.64,5382.64,12530.19,5,1,28,1,12567.04,12578.32,12540.95,12587.689999999999,12532.462666666666,727,TRAIN
2023-01-29,3144.98,4016.36,5441.28,12602.62,6,1,29,1,12530.19,12619.8,12604.91,12580.814285714285,12552.904333333334,728,TRAIN
2023-01-30,3162.46,4014.27,5477.42,12654.15,0,1,30,0,12602.62,12627.35,12587.9,12578.36,12572.830333333333,729,TRAIN
2023-01-31,3163.23,3985.64,5459.79,12608.66,1,1,31,0,12654.15,12561.91,12519.22,12582.188571428573,12595.953000000001,730,TRAIN
