record_date,transportation,electricity,food,total_emission
2022-06-02,2972.87,3784.55,5179.32,11936.74
2022-06-03,2981.16,3757.47,5159.01,11897.64
2022-06-04,2981.94,3773.66,5116.80,11872.40
2022-06-05,2998.64,3766.31,5130.80,11895.75
2022-06-06,2976.98,3811.66,5133.16,11921.80
2022-06-07,2959.51,3785.47,5198.08,11943.06
2022-06-08,2995.85,3813.95,5193.62,12003.42
2022-06-09,2987.40,3775.21,5138.98,11901.59
2022-06-10,2972.65,3785.95,5154.18,11912.78
2022-06-11,2994.09,3822.35,5122.77,11939.21
2022-06-12,2992.47,3778.52,5130.73,11901.72
2022-06-13,2960.73,3816.81,5137.56,11915.10
2022-06-14,2996.35,3776.69,5191.74,11964.78
2022-06-15,3003.32,3795.35,5142.21,11940.88
2022-06-16,2954.99,3820.65,5170.14,11945.78
2022-06-17,2953.06,3789.62,5111.60,11854.28
2022-06-18,2996.86,3801.16,5181.42,11979.44
2022-06-19,2947.76,3778.59,5125.15,11851.50
2022-06-20,2995.73,3806.00,5164.88,11966.61
2022-06-21,2967.49,3764.92,5155.20,11887.61
2022-06-22,2958.24,3783.11,5187.45,11928.80
2022-06-23,3003.01,3818.60,5182.97,12004.58
2022-06-24,3024.24,3745.89,5177.12,11947.25
2022-06-25,2964.96,3780.20,5188.18,11933.34
2022-06-26,2984.58,3814.47,5104.46,11903.51
2022-06-27,2954.98,3815.89,5178.35,11949.22
2022-06-28,2988.93,3854.18,5149.00,11992.11
2022-06-29,2962.44,3804.55,5102.76,11869.75
2022-06-30,2988.84,3792.99,5131.44,11913.27
2022-07-01,2976.57,3811.84,5153.74,11942.15
2022-07-02,2973.91,3823.11,5202.52,11999.54
2022-07-03,2979.95,3802.35,5162.33,11944.63
2022-07-04,2988.86,3784.42,5133.86,11907.14
2022-07-05,2978.69,3797.36,5101.51,11877.56
2022-07-06,2973.34,3809.98,5164.04,11947.36
2022-07-07,2994.89,3790.21,5170.70,11955.80
2022-07-08,3002.21,3791.43,5166.46,11960.10
2022-07-09,2959.85,3780.71,5120.89,11861.45
2022-07-10,2964.91,3793.29,5191.56,11949.76
2022-07-11,2988.18,3813.30,5085.22,11886.70
2022-07-12,2964.57,3797.87,5144.54,11906.98
2022-07-13,2974.71,3784.06,5146.97,11905.74
2022-07-14,2962.81,3794.62,5142.45,11899.88
2022-07-15,2980.85,3816.06,5146.55,11943.46
2022-07-16,2980.31,3789.22,5174.91,11944.44
2022-07-17,2971.02,3818.08,5198.26,11987.36
2022-07-18,2988.03,3817.95,5158.49,11964.47
2022-07-19,2994.48,3788.41,5165.50,11948.39
2022-07-20,2982.01,3787.36,5129.54,11898.91
2022-07-21,3009.97,3818.31,5120.83,11949.11
2022-07-22,2956.55,3802.27,5143.88,11902.70
2022-07-23,2939.74,3798.36,5190.81,11928.91
2022-07-24,2972.22,3823.25,5157.23,11952.70
2022-07-25,2971.65,3789.86,5149.64,11911.15
2022-07-26,2976.05,3791.68,5073.65,11841.38
2022-07-27,2988.32,3806.25,5189.59,11984.16
2022-07-28,2978.28,3796.84,5147.89,11923.01
2022-07-29,2992.05,3773.84,5168.21,11934.10
2022-07-30,2959.86,3761.11,5139.00,11859.97
2022-07-31,2963.83,3782.06,5117.15,11863.04
2022-08-01,2994.35,3781.34,5176.08,11951.77
2022-08-02,2978.87,3785.83,5161.67,11926.37
2022-08-03,2993.54,3818.47,5155.14,11967.15
2022-08-04,2947.31,3804.97,5196.74,11949.02
2022-08-05,2981.60,3778.13,5193.31,11953.04
2022-08-06,3011.58,3786.54,5097.48,11895.60
2022-08-07,2991.79,3813.60,5149.06,11954.45
2022-08-08,2960.90,3788.90,5162.00,11911.80
2022-08-09,2981.18,3748.50,5162.82,11892.50
2022-08-10,2973.22,3809.28,5148.16,11930.66
2022-08-11,2951.46,3810.37,5179.26,11941.09
2022-08-12,2987.80,3767.40,5144.14,11899.34
2022-08-13,2959.45,3772.22,5155.23,11886.90
2022-08-14,2972.77,3774.69,5119.75,11867.21
2022-08-15,2967.60,3813.52,5156.47,11937.59
2022-08-16,2987.69,3811.63,5152.32,11951.64
2022-08-17,2988.43,3769.20,5150.07,11907.70
2022-08-18,2971.76,3794.54,5140.47,11906.77
2022-08-19,2968.05,3819.01,5133.45,11920.51
2022-08-20,2952.08,3823.38,5118.92,11894.38
2022-08-21,2967.06,3792.45,5114.94,11874.45
2022-08-22,2950.20,3780.65,5104.50,11835.35
2022-08-23,2998.58,3795.79,5134.25,11928.62
2022-08-24,2982.82,3795.15,5158.73,11936.70
2022-08-25,2991.89,3805.11,5133.72,11930.72
2022-08-26,2972.52,3834.64,5173.32,11980.48
2022-08-27,2990.62,3811.59,5144.77,11946.98
2022-08-28,2966.59,3779.76,5152.95,11899.30
2022-08-29,2980.92,3807.30,5173.58,11961.80
2022-08-30,2972.42,3800.43,5149.55,11922.40
2022-08-31,3014.51,3747.82,5159.94,11922.27
2022-09-01,2985.64,3761.30,5197.19,11944.13
2022-09-02,3001.89,3784.51,5100.92,11887.32
2022-09-03,2964.96,3815.68,5158.14,11938.78
2022-09-04,2995.18,3771.66,5116.11,11882.95
2022-09-05,2981.34,3805.82,5154.03,11941.19
2022-09-06,2959.82,3830.41,5129.44,11919.67
2022-09-07,2977.66,3791.46,5120.92,11890.04
2022-09-08,2973.86,3782.79,5139.76,11896.41
2022-09-09,2996.23,3765.03,5206.72,11967.98
2022-09-10,3024.23,3802.53,5124.12,11950.88
2022-09-11,2998.18,3773.19,5162.62,11933.99
2022-09-12,2953.20,3811.03,5158.76,11922.99
2022-09-13,3001.46,3758.13,5134.07,11893.66
2022-09-14,2940.78,3744.62,5137.98,11823.38
2022-09-15,2963.62,3825.38,5182.36,11971.36
2022-09-16,2975.22,3786.88,5109.99,11872.09
2022-09-17,2987.67,3783.07,5125.99,11896.73
2022-09-18,2965.68,3757.42,5144.11,11867.21
2022-09-19,2973.62,3784.41,5169.34,11927.37
2022-09-20,2996.80,3789.81,5124.91,11911.52
2022-09-21,2924.02,3785.21,5096.37,11805.60
2022-09-22,2970.23,3797.34,5230.03,11997.60
2022-09-23,2976.10,3785.06,5148.74,11909.90
2022-09-24,2990.82,3814.22,5161.70,11966.74
2022-09-25,2974.49,3779.91,5160.01,11914.41
2022-09-26,2984.53,3797.62,5148.36,11930.51
2022-09-27,2992.29,3775.92,5126.81,11895.02
2022-09-28,2969.99,3761.62,5149.98,11881.59
2022-09-29,2983.98,3807.51,5156.91,11948.40
2022-09-30,2987.21,3800.14,5153.99,11941.34
2022-10-01,2985.39,3775.88,5168.37,11929.64
2022-10-02,2974.11,3780.38,5160.01,11914.50
2022-10-03,2973.99,3806.07,5127.25,11907.31
2022-10-04,3001.86,3799.10,5223.72,12024.68
2022-10-05,2975.32,3772.87,5162.11,11910.30
2022-10-06,2964.82,3787.39,5141.47,11893.68
2022-10-07,2986.63,3824.75,5134.27,11945.65
2022-10-08,2985.24,3764.20,5146.38,11895.82
2022-10-09,2954.46,3770.32,5193.79,11918.57
2022-10-10,2977.65,3803.11,5231.85,12012.61
2022-10-11,2952.32,3779.72,5210.54,11942.58
2022-10-12,2957.89,3752.38,5151.45,11861.72
2022-10-13,2978.79,3782.81,5135.65,11897.25
2022-10-14,2981.91,3791.26,5154.07,11927.24
2022-10-15,3007.79,3811.78,5218.32,12037.89
2022-10-16,2976.37,3798.39,5126.94,11901.70
2022-10-17,2963.49,3783.37,5165.15,11912.01
2022-10-18,3002.86,3794.84,5164.59,11962.29
2022-10-19,2955.45,3787.35,5178.70,11921.50
2022-10-20,2975.05,3763.93,5154.96,11893.94
2022-10-21,2957.06,3816.58,5110.49,11884.13
2022-10-22,2946.51,3818.00,5108.34,11872.85
2022-10-23,2999.85,3786.82,5180.27,11966.94
2022-10-24,2954.33,3819.08,5186.70,11960.11
2022-10-25,3023.18,3793.77,5169.94,11986.89
2022-10-26,2977.77,3818.05,5160.48,11956.30
2022-10-27,2991.22,3795.43,5195.76,11982.41
2022-10-28,2981.89,3804.45,5095.53,11881.87
2022-10-29,2982.71,3778.61,5158.93,11920.25
2022-10-30,2959.81,3807.66,5138.19,11905.66
2022-10-31,2979.79,3748.75,5200.59,11929.13
2022-11-01,2982.43,3777.78,5151.02,11911.23
2022-11-02,2977.86,3804.58,5131.43,11913.87
2022-11-03,2995.32,3805.14,5094.86,11895.32
2022-11-04,2959.09,3831.95,5150.66,11941.70
2022-11-05,2950.93,3787.13,5150.55,11888.61
2022-11-06,2972.73,3785.05,5162.16,11919.94
2022-11-07,2961.22,3755.31,5197.03,11913.56
2022-11-08,2993.27,3759.70,5132.88,11885.85
2022-11-09,2971.29,3839.92,5128.30,11939.51
2022-11-10,2977.92,3804.04,5152.93,11934.89
2022-11-11,2991.95,3784.29,5079.66,11855.90
2022-11-12,2981.85,3803.12,5154.79,11939.76
2022-11-13,3007.93,3806.54,5143.81,11958.28
2022-11-14,2981.20,3776.93,5184.83,11942.96
2022-11-15,2983.03,3780.11,5139.65,11902.79
2022-11-16,2966.24,3779.23,5191.38,11936.85
2022-11-17,2974.95,3832.00,5180.71,11987.66
2022-11-18,2974.57,3738.36,5116.17,11829.10
2022-11-19,2962.99,3781.10,5161.47,11905.56
2022-11-20,2981.53,3799.54,5165.69,11946.76
2022-11-21,3013.83,3786.60,5218.90,12019.33
2022-11-22,2962.18,3775.80,5159.43,11897.41
2022-11-23,2973.98,3760.51,5175.88,11910.37
2022-11-24,2982.84,3784.59,5123.70,11891.13
2022-11-25,2982.78,3803.98,5120.57,11907.33
2022-11-26,2978.24,3768.08,5147.17,11893.49
2022-11-27,2984.35,3807.73,5137.42,11929.50
2022-11-28,3000.27,3827.30,5128.00,11955.57
2022-11-29,2982.40,3793.19,5150.18,11925.77
2022-11-30,2982.63,3786.16,5091.04,11859.83
2022-12-01,2961.87,3802.12,5159.21,11923.20
2022-12-02,2976.20,3791.50,5174.98,11942.68
2022-12-03,2990.69,3795.42,5174.70,11960.81
2022-12-04,2968.85,3809.42,5191.06,11969.33
2022-12-05,3005.17,3772.98,5115.04,11893.19
2022-12-06,2989.33,3791.21,5195.47,11976.01
2022-12-07,2964.74,3797.94,5200.39,11963.07
2022-12-08,2989.22,3803.57,5114.94,11907.73
2022-12-09,2952.58,3816.40,5169.89,11938.87
2022-12-10,2992.34,3796.56,5168.79,11957.69
2022-12-11,2989.19,3795.01,5161.07,11945.27
2022-12-12,2984.36,3790.74,5157.20,11932.30
2022-12-13,2991.95,3758.86,5176.86,11927.67
2022-12-14,2972.80,3842.44,5242.27,12057.51
2022-12-15,2974.94,3831.95,5186.03,11992.92
2022-12-16,2999.89,3775.28,5178.98,11954.15
2022-12-17,2982.83,3780.29,5134.07,11897.19
2022-12-18,2970.10,3780.71,5164.67,11915.48
2022-12-19,2966.44,3792.90,5120.32,11879.66
2022-12-20,2954.70,3771.98,5141.10,11867.78
2022-12-21,2967.98,3790.11,5168.98,11927.07
2022-12-22,2969.73,3776.70,5148.42,11894.85
2022-12-23,2996.69,3788.06,5154.71,11939.46
2022-12-24,2994.14,3780.60,5173.38,11948.12
2022-12-25,2970.34,3807.16,5182.80,11960.30
2022-12-26,3000.33,3821.79,5065.67,11887.79
2022-12-27,2954.96,3803.22,5180.70,11938.88
2022-12-28,2985.94,3734.85,5173.91,11894.70
2022-12-29,2949.13,3786.52,5181.29,11916.94
2022-12-30,2993.86,3824.96,5186.02,12004.84
2022-12-31,2973.68,3799.63,5187.16,11960.47
2023-01-01,3161.36,3996.47,5435.62,12593.45
2023-01-02,3140.37,3995.41,5481.62,12617.40
2023-01-03,3161.45,4034.31,5422.36,12618.12
2023-01-04,3146.51,4034.65,5484.82,12665.98
2023-01-05,3127.50,4021.18,5498.94,12647.62
2023-01-06,3155.28,4015.97,5449.14,12620.39
2023-01-07,3150.50,4008.96,5406.50,12565.96
2023-01-08,3171.73,4017.70,5486.76,12676.19
2023-01-09,3096.63,4030.90,5492.57,12620.10
2023-01-10,3150.20,4019.25,5427.57,12597.02
2023-01-11,3129.46,4007.15,5480.03,12616.64
2023-01-12,3165.12,4015.93,5500.61,12681.66
2023-01-13,3139.72,4016.13,5415.02,12570.87
2023-01-14,3157.24,3989.70,5394.01,12540.95
2023-01-15,3172.99,4023.97,5407.95,12604.91
2023-01-16,3160.87,4029.38,5397.65,12587.90
2023-01-17,3129.16,3995.82,5394.24,12519.22
2023-01-18,3128.73,3987.81,5390.28,12506.82
2023-01-19,3120.32,4018.79,5452.44,12591.55
2023-01-20,3126.06,3988.29,5420.70,12535.05
2023-01-21,3149.91,4014.16,5414.25,12578.32
2023-01-22,3160.06,3993.89,5465.85,12619.80
2023-01-23,3176.37,4004.77,5446.21,12627.35
2023-01-24,3121.73,3997.24,5442.94,12561.91
2023-01-25,3124.08,4027.43,5454.09,12605.60
2023-01-26,3145.65,4006.58,5401.58,12553.81
2023-01-27,3130.24,3982.27,5454.53,12567.04
2023-01-28,3138.91,4008.64,5382.64,12530.19
2023-01-29,3144.98,4016.36,5441.28,12602.62
2023-01-30,3162.46,4014.27,5477.42,12654.15
2023-01-31,3163.23,3985.64,5459.79,12608.66
2023-02-01,3140.11,4022.63,5460.36,12623.10
2023-02-02,3122.61,4020.05,5514.39,12657.05
2023-02-03,3147.08,3982.99,5455.18,12585.25
2023-02-04,3108.64,4049.72,5502.00,12660.36
2023-02-05,3165.33,4005.18,5459.82,12630.33
2023-02-06,3168.29,4045.13,5424.79,12638.21
2023-02-07,3136.85,3999.48,5386.37,12522.70
2023-02-08,3156.19,4021.27,5461.96,12639.42
2023-02-09,3120.48,4008.87,5444.45,12573.80
2023-02-10,3142.22,4020.25,5425.03,12587.50
2023-02-11,3145.44,4022.88,5496.78,12665.10
2023-02-12,3151.83,3992.69,5453.68,12598.20
2023-02-13,3161.04,3965.83,5471.38,12598.25
2023-02-14,3149.21,3983.85,5467.81,12600.87
2023-02-15,3167.35,3993.36,5432.78,12593.49
2023-02-16,3160.47,3969.55,5426.06,12556.08
2023-02-17,3145.37,3991.13,5465.07,12601.57
2023-02-18,3160.70,3996.69,5417.85,12575.24
2023-02-19,3143.80,3992.30,5384.55,12520.65
2023-02-20,3140.97,4012.69,5427.82,12581.48
2023-02-21,3136.77,3980.82,5453.30,12570.89
2023-02-22,3150.17,3997.02,5426.54,12573.73
2023-02-23,3166.96,4007.75,5470.15,12644.86
2023-02-24,3135.38,4009.89,5421.70,12566.97
2023-02-25,3145.98,4001.21,5457.39,12604.58
2023-02-26,3145.01,4022.28,5447.19,12614.48
2023-02-27,3157.98,4020.78,5459.27,12638.03
2023-02-28,3143.05,3975.57,5450.15,12568.77
2023-03-01,3130.44,4577.27,5459.88,13167.59
2023-03-02,3190.96,4609.13,5432.63,13232.72
2023-03-03,3139.99,4629.49,5450.90,13220.38
2023-03-04,3163.30,4647.80,5445.99,13257.09
2023-03-05,3140.52,4621.41,5481.40,13243.33
2023-03-06,3121.72,4601.24,5407.84,13130.80
2023-03-07,3135.85,4596.59,5470.52,13202.96
2023-03-08,3143.20,4582.80,5447.71,13173.71
2023-03-09,3154.65,4566.23,5446.01,13166.89
2023-03-10,3116.76,4612.49,5470.48,13199.73
2023-03-11,3135.59,4616.34,5481.47,13233.40
2023-03-12,3142.16,4630.40,5441.09,13213.65
2023-03-13,3190.45,4593.88,5415.73,13200.06
2023-03-14,3179.98,4657.79,5403.64,13241.41
2023-03-15,3111.99,4615.97,5401.80,13129.76
2023-03-16,3165.10,4589.61,5382.02,13136.73
2023-03-17,3129.02,4610.83,5472.50,13212.35
2023-03-18,3137.32,4676.40,5411.23,13224.95
2023-03-19,3163.01,4621.26,5451.56,13235.83
2023-03-20,3138.79,4605.56,5515.46,13259.81
2023-03-21,3152.78,4642.46,5466.55,13261.79
2023-03-22,3151.32,4620.67,5475.35,13247.34
2023-03-23,3158.32,4609.11,5430.01,13197.44
2023-03-24,3168.25,4646.17,5480.06,13294.48
2023-03-25,3123.64,4616.67,5459.09,13199.40
2023-03-26,3169.61,4573.64,5460.35,13203.60
2023-03-27,3159.21,4619.87,5449.00,13228.08
2023-03-28,3155.96,4631.74,5433.07,13220.77
2023-03-29,3146.98,4625.48,5448.99,13221.45
2023-03-30,3157.32,4585.26,5409.38,13151.96
2023-03-31,3140.84,4623.28,5460.49,13224.61
2023-04-01,3157.34,4600.31,5496.79,13254.44
2023-04-02,3123.40,4612.85,5466.84,13203.09
2023-04-03,3136.87,4605.66,5443.42,13185.95
2023-04-04,3127.81,4636.46,5460.86,13225.13
2023-04-05,3119.92,4597.43,5474.58,13191.93
2023-04-06,3155.11,4653.22,5477.94,13286.27
2023-04-07,3131.47,4577.08,5445.72,13154.27
2023-04-08,3128.10,4634.92,5449.77,13212.79
2023-04-09,3130.29,4615.22,5432.22,13177.73
2023-04-10,3149.26,4643.72,5419.60,13212.58
2023-04-11,3143.35,4595.88,5445.12,13184.35
2023-04-12,3133.26,4618.59,5430.45,13182.30
2023-04-13,3122.17,4641.93,5488.26,13252.36
2023-04-14,3137.95,4588.20,5468.95,13195.10
2023-04-15,3162.17,4626.99,5420.81,13209.97
2023-04-16,3154.00,4609.09,5450.11,13213.20
2023-04-17,3172.50,4592.98,5443.47,13208.95
2023-04-18,3139.22,4608.63,5470.19,13218.04
2023-04-19,3144.44,4587.33,5539.43,13271.20
2023-04-20,3132.34,4622.04,5439.45,13193.83
2023-04-21,3148.90,4619.93,5440.67,13209.50
2023-04-22,3129.05,4596.46,5472.45,13197.96
2023-04-23,3159.28,4617.28,5414.17,13190.73
2023-04-24,3106.56,4622.14,5426.92,13155.62
2023-04-25,3154.44,4608.58,5467.55,13230.57
2023-04-26,3130.11,4625.16,5463.60,13218.87
2023-04-27,3151.93,4621.87,5486.34,13260.14
2023-04-28,3134.02,4626.80,5452.30,13213.12
2023-04-29,3126.09,4606.59,5419.54,13152.22
2023-04-30,3142.11,4641.14,5379.05,13162.30
2023-05-01,3146.17,4626.36,5468.97,13241.50
2023-05-02,3109.87,4631.12,5386.62,13127.61
2023-05-03,3162.31,4600.44,5415.42,13178.17
2023-05-04,3154.69,4607.95,5422.15,13184.79
2023-05-05,3143.10,4602.48,5455.60,13201.18
2023-05-06,3159.47,4633.21,5460.37,13253.05
2023-05-07,3157.46,4604.39,5426.32,13188.17
2023-05-08,3135.42,4605.36,5360.13,13100.91
2023-05-09,3129.42,4614.71,5462.30,13206.43
2023-05-10,3156.90,4599.96,5438.27,13195.13
2023-05-11,3135.92,4667.45,5474.53,13277.90
2023-05-12,3105.72,4619.49,5463.60,13188.81
2023-05-13,3165.14,4607.51,5440.40,13213.05
2023-05-14,3148.62,4628.89,5422.31,13199.82
2023-05-15,3144.84,4604.09,5422.99,13171.92
2023-05-16,3138.10,4615.11,5433.98,13187.19
2023-05-17,3100.60,4595.13,5394.18,13089.91
2023-05-18,3128.62,4638.74,5509.47,13276.83
2023-05-19,3156.00,4624.78,5443.28,13224.06
2023-05-20,3132.18,4579.58,5486.98,13198.74
2023-05-21,3138.99,4622.90,5488.55,13250.44
2023-05-22,3141.59,4598.40,5449.23,13189.22
2023-05-23,3149.60,4618.44,5402.05,13170.09
2023-05-24,3159.60,4597.19,5395.74,13152.53
2023-05-25,3166.77,4620.58,5468.35,13255.70
2023-05-26,3170.29,4595.47,5453.01,13218.77
2023-05-27,3146.09,4565.95,5432.96,13145.00
2023-05-28,3137.87,4616.41,5439.61,13193.89
2023-05-29,3151.88,4633.01,5463.82,13248.71
2023-05-30,3107.26,4614.02,5446.59,13167.87
2023-05-31,3143.88,4642.63,5383.28,13169.79
2023-06-01,3135.95,4029.41,5424.91,12590.27
2023-06-02,3159.82,4032.99,5452.61,12645.42
2023-06-03,3144.95,3980.16,5376.26,12501.37
2023-06-04,3100.30,4029.85,5474.94,12605.09
2023-06-05,3153.51,3974.10,5474.06,12601.67
2023-06-06,3159.22,4015.43,5413.76,12588.41
2023-06-07,3126.82,3987.98,5458.76,12573.56
2023-06-08,3137.71,4051.68,5449.53,12638.92
2023-06-09,3152.93,4034.62,5391.00,12578.55
2023-06-10,3114.37,4010.74,5452.66,12577.77
2023-06-11,3146.74,3994.42,5482.37,12623.53
2023-06-12,3162.49,4016.00,5421.18,12599.67
2023-06-13,3125.76,3992.76,5430.95,12549.47
2023-06-14,3161.11,3972.76,5394.10,12527.97
2023-06-15,3173.62,4021.95,5447.59,12643.16
2023-06-16,3135.59,4008.74,5498.62,12642.95
2023-06-17,3142.47,3986.81,5420.70,12549.98
2023-06-18,3148.50,3994.77,5380.73,12524.00
2023-06-19,3169.76,3988.07,5426.06,12583.89
2023-06-20,3186.38,4022.72,5436.60,12645.70
2023-06-21,3150.80,3964.83,5436.63,12552.26
2023-06-22,3164.33,4017.87,5459.81,12642.01
2023-06-23,3156.36,4014.49,5459.20,12630.05
2023-06-24,3138.62,3983.81,5426.86,12549.29
2023-06-25,3156.60,3995.12,5492.56,12644.28
2023-06-26,3140.50,3991.94,5453.99,12586.43
2023-06-27,3139.86,3974.32,5458.41,12572.59
2023-06-28,3137.03,3995.22,5462.02,12594.27
2023-06-29,3158.45,3983.01,5478.36,12619.82
2023-06-30,3196.72,4013.32,5468.40,12678.44
2023-07-01,3118.75,4005.38,5404.40,12528.53
2023-07-02,3139.20,3997.54,5481.40,12618.14
2023-07-03,3139.42,4036.06,5437.89,12613.37
2023-07-04,3161.35,3998.48,5445.19,12605.02
2023-07-05,3151.35,4014.23,5448.91,12614.49
2023-07-06,3153.22,4044.41,5401.39,12599.02
2023-07-07,3165.77,3989.23,5489.55,12644.55
2023-07-08,3143.73,4004.24,5496.65,12644.62
2023-07-09,3149.52,4021.15,5402.86,12573.53
2023-07-10,3149.96,3993.06,5486.14,12629.16
2023-07-11,3135.61,3998.54,5477.76,12611.91
2023-07-12,3118.13,4030.25,5497.09,12645.47
2023-07-13,3158.42,4048.59,5402.56,12609.57
2023-07-14,3146.65,3980.81,5423.02,12550.48
2023-07-15,3155.52,3981.87,5514.16,12651.55
2023-07-16,3135.62,4029.58,5393.18,12558.38
2023-07-17,3133.32,3971.08,5444.40,12548.80
2023-07-18,3143.66,4013.96,5401.20,12558.82
2023-07-19,3145.33,4011.06,5399.57,12555.96
2023-07-20,3131.00,4020.68,5434.41,12586.09
2023-07-21,3096.27,3945.99,5489.77,12532.03
2023-07-22,3161.44,3991.80,5423.77,12577.01
2023-07-23,3128.56,3954.35,5414.71,12497.62
2023-07-24,3139.40,4041.33,5464.74,12645.47
2023-07-25,3141.30,3999.35,5411.28,12551.93
2023-07-26,3147.47,4014.51,5425.19,12587.17
2023-07-27,3169.88,3999.91,5472.83,12642.62
2023-07-28,3128.80,3989.38,5438.44,12556.62
2023-07-29,3159.36,4001.47,5414.70,12575.53
2023-07-30,3138.56,3998.57,5442.73,12579.86
2023-07-31,3141.70,4047.99,5416.90,12606.59
2023-08-01,3129.49,4028.17,5456.78,12614.44
2023-08-02,3147.48,4005.16,5466.00,12618.64
2023-08-03,3152.99,3988.70,5419.02,12560.71
2023-08-04,3136.04,4018.41,5437.42,12591.87
2023-08-05,3139.56,4030.84,5365.21,12535.61
2023-08-06,3155.83,3999.48,5398.16,12553.47
2023-08-07,3147.39,4017.13,5456.37,12620.89
2023-08-08,3139.74,3968.63,5442.79,12551.16
2023-08-09,3146.48,3980.32,5455.63,12582.43
2023-08-10,3152.22,3989.08,5407.33,12548.63
2023-08-11,3149.32,4008.36,5511.34,12669.02
2023-08-12,3142.88,4006.75,5461.44,12611.07
2023-08-13,3150.36,3978.40,5414.85,12543.61
2023-08-14,3127.97,4002.73,5422.59,12553.29
2023-08-15,3192.43,4013.41,5432.83,12638.67
2023-08-16,3134.06,4018.80,5434.35,12587.21
2023-08-17,3123.95,4008.97,5456.04,12588.96
2023-08-18,3145.02,4008.81,5492.35,12646.18
2023-08-19,3129.91,3985.43,5447.27,12562.61
2023-08-20,3149.18,4051.41,5406.19,12606.78
2023-08-21,3153.92,3995.18,5439.74,12588.84
2023-08-22,3127.38,3976.78,5455.14,12559.30
2023-08-23,3137.43,4007.22,5516.53,12661.18
2023-08-24,3131.50,3997.12,5502.42,12631.04
2023-08-25,3154.84,3988.64,5463.48,12606.96
2023-08-26,3149.24,4031.87,5420.67,12601.78
2023-08-27,3124.01,3964.21,5381.82,12470.04
2023-08-28,3148.31,3998.57,5430.18,12577.06
2023-08-29,3124.63,4033.76,5503.17,12661.56
2023-08-30,3123.24,3994.62,5430.60,12548.46
2023-08-31,3168.01,4030.44,5465.01,12663.46
2023-09-01,3142.86,4001.15,5433.53,12577.54
2023-09-02,3135.87,3997.98,5420.60,12554.45
2023-09-03,3192.30,4005.66,5405.08,12603.04
2023-09-04,3169.33,4012.62,5440.13,12622.08
2023-09-05,3148.13,4037.75,5430.54,12616.42
2023-09-06,3133.76,4013.54,5459.96,12607.26
2023-09-07,3149.03,4033.76,5400.17,12582.96
2023-09-08,3160.14,3978.29,5466.18,12604.61
2023-09-09,3156.14,3998.89,5437.93,12592.96
2023-09-10,3148.97,4022.53,5458.24,12629.74
2023-09-11,3113.05,3982.73,5478.02,12573.80
2023-09-12,3153.51,4017.88,5408.18,12579.57
2023-09-13,3147.02,4029.94,5462.23,12639.19
2023-09-14,3169.86,4036.28,5463.93,12670.07
2023-09-15,3179.24,3997.90,5472.11,12649.25
2023-09-16,3140.46,3962.19,5433.18,12535.83
2023-09-17,3115.81,4034.65,5448.94,12599.40
2023-09-18,3131.00,4028.58,5411.03,12570.61
2023-09-19,3143.87,4026.79,5457.69,12628.35
2023-09-20,3125.25,4002.75,5410.79,12538.79
2023-09-21,3150.34,4011.23,5466.85,12628.42
2023-09-22,3157.77,4003.08,5460.56,12621.41
2023-09-23,3129.02,4011.29,5434.80,12575.11
2023-09-24,3131.45,4040.95,5475.99,12648.39
2023-09-25,3136.99,4007.73,5442.75,12587.47
2023-09-26,3129.50,3985.77,5413.03,12528.30
2023-09-27,3136.57,3995.57,5426.12,12558.26
2023-09-28,3170.10,3999.31,5414.53,12583.94
2023-09-29,3150.80,4010.14,5474.59,12635.53
2023-09-30,3132.53,4006.22,5362.75,12501.50
2023-10-01,3157.67,4028.99,5463.33,12649.99
2023-10-02,3166.17,4008.44,5492.79,12667.40
2023-10-03,3165.36,4019.88,5479.22,12664.46
2023-10-04,3155.22,4057.22,5456.77,12669.21
2023-10-05,3148.44,4006.52,5501.91,12656.87
2023-10-06,3125.76,3983.83,5464.25,12573.84
2023-10-07,3159.57,4039.39,5442.13,12641.09
2023-10-08,3132.41,3981.32,5464.72,12578.45
2023-10-09,3142.39,4008.64,5438.66,12589.69
2023-10-10,3160.23,3974.77,5410.15,12545.15
2023-10-11,3163.01,3988.95,5509.00,12660.96
2023-10-12,3161.98,4017.17,5488.28,12667.43
2023-10-13,3153.48,4014.10,5475.07,12642.65
2023-10-14,3167.23,3970.45,5448.74,12586.42
2023-10-15,3120.88,3998.97,5421.13,12540.98
2023-10-16,3166.01,3964.64,5461.14,12591.79
2023-10-17,3140.46,4018.72,5407.46,12566.64
2023-10-18,3143.53,3973.60,5471.41,12588.54
2023-10-19,3129.29,4004.82,5420.63,12554.74
2023-10-20,3130.59,4010.72,5436.71,12578.02
2023-10-21,3190.05,3988.94,5388.06,12567.05
2023-10-22,3150.36,4001.05,5448.09,12599.50
2023-10-23,3145.71,3999.98,5473.65,12619.34
2023-10-24,3139.80,4005.03,5451.22,12596.05
2023-10-25,3160.04,4010.16,5425.31,12595.51
2023-10-26,3120.44,4009.57,5479.19,12609.20
2023-10-27,3125.31,4010.54,5485.89,12621.74
2023-10-28,3135.18,4012.23,5465.95,12613.36
2023-10-29,3163.09,3995.77,5431.28,12590.14
2023-10-30,3119.57,4004.83,5434.86,12559.26
2023-10-31,3155.69,4009.14,5443.92,12608.75
